Education,Marital_Status,Income,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Minorshome,TotalMnt,TotalPurchases,TotalCampPar,Age
PhD,Married,76140.0,2014-05-13,57,586.0,66.0,653.0,17.0,0.0,26.0,1,5,9,6,2,0,0,0,0,0,0,0,0,1348.0,20,0,66
PhD,Single,62859.0,2012-12-30,37,1063.0,89.0,102.0,16.0,12.0,25.0,4,9,4,6,6,0,0,0,0,0,0,0,1,1307.0,19,0,53
Graduation,Single,45906.0,2013-05-07,20,305.0,3.0,27.0,4.0,3.0,144.0,2,5,4,4,5,1,0,0,0,0,0,0,1,486.0,13,1,49
Master,Married,77632.0,2013-03-10,73,1200.0,105.0,758.0,0.0,42.0,147.0,1,4,2,6,2,0,1,1,0,0,0,1,0,2252.0,12,2,66
PhD,Married,46463.0,2013-08-18,56,163.0,2.0,40.0,8.0,11.0,11.0,7,3,1,6,6,0,0,0,0,0,0,0,2,235.0,10,0,42
Graduation,Married,105471.0,2013-01-21,36,1009.0,181.0,104.0,202.0,21.0,207.0,0,9,8,13,3,0,0,1,1,0,0,1,0,1724.0,30,2,43
Master,Single,55282.0,2013-12-13,9,125.0,6.0,73.0,8.0,4.0,19.0,1,3,1,6,4,0,0,0,0,0,0,0,1,235.0,10,0,43
Master,Married,78710.0,2014-05-23,42,721.0,0.0,152.0,119.0,50.0,50.0,3,7,6,12,4,0,0,0,0,0,0,0,1,1092.0,25,0,37
Graduation,Married,66886.0,2013-09-16,28,315.0,4.0,62.0,41.0,31.0,146.0,2,7,1,7,5,0,0,0,0,0,0,0,1,599.0,15,0,55
Master,Single,98777.0,2014-02-17,23,1000.0,19.0,711.0,125.0,115.0,38.0,0,4,6,9,1,0,1,0,0,0,0,0,0,2008.0,19,1,54
Graduation,Married,29103.0,2012-08-27,38,16.0,0.0,17.0,6.0,3.0,6.0,2,1,0,3,9,0,0,0,0,0,0,0,1,48.0,4,0,27
Graduation,Married,67445.0,2012-08-12,63,757.0,80.0,217.0,29.0,80.0,11.0,5,9,6,12,6,0,0,0,0,0,0,0,1,1174.0,27,0,38
PhD,Married,50616.0,2014-04-13,71,30.0,2.0,25.0,0.0,1.0,9.0,1,1,1,4,2,0,0,0,0,0,0,0,1,67.0,6,0,64
Graduation,Single,49431.0,2012-08-03,9,219.0,3.0,100.0,26.0,0.0,17.0,2,7,1,5,8,0,0,0,0,0,0,0,1,365.0,13,0,57
Graduation,Single,84017.0,2014-02-07,81,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,39
Graduation,Married,61278.0,2014-01-04,87,111.0,3.0,28.0,2.0,6.0,15.0,2,3,1,4,6,0,0,0,0,0,0,0,1,165.0,8,0,61
2n Cycle,Married,26490.0,2012-09-22,92,45.0,47.0,52.0,21.0,20.0,25.0,2,3,1,5,6,0,0,0,0,0,0,0,0,210.0,9,0,54
PhD,Married,73059.0,2013-08-31,36,410.0,112.0,420.0,0.0,82.0,71.0,1,9,3,13,4,0,0,0,0,0,0,0,1,1095.0,25,0,66
PhD,Single,46734.0,2013-10-21,86,100.0,1.0,39.0,6.0,1.0,76.0,4,3,2,3,6,1,0,0,0,0,0,0,3,223.0,8,1,47
Graduation,Married,56253.0,2012-12-07,83,509.0,0.0,65.0,7.0,11.0,5.0,4,7,2,9,6,0,0,0,0,0,0,0,1,597.0,18,0,49
Graduation,Married,19986.0,2013-11-14,74,3.0,6.0,5.0,0.0,2.0,6.0,1,0,0,3,7,0,0,0,0,0,0,0,1,22.0,3,0,28
Graduation,Single,58330.0,2013-12-25,87,445.0,53.0,213.0,104.0,98.0,151.0,1,6,4,13,4,0,0,0,0,0,0,0,1,1064.0,23,0,38
High School,Married,25965.0,2012-09-07,29,2.0,2.0,11.0,41.0,7.0,11.0,1,2,0,3,8,0,0,0,0,0,0,0,0,74.0,5,0,32
Master,Married,14661.0,2013-01-01,88,4.0,1.0,11.0,6.0,2.0,2.0,1,1,0,3,6,0,0,0,0,0,0,0,0,26.0,4,0,57
Graduation,Married,18690.0,2012-12-28,77,6.0,1.0,7.0,23.0,4.0,19.0,1,1,1,2,8,0,0,0,0,0,0,0,0,60.0,4,0,53
PhD,Married,45068.0,2013-05-16,25,14.0,0.0,3.0,0.0,0.0,3.0,1,1,0,2,7,0,0,0,0,0,0,0,1,20.0,3,0,39
High School,Single,21063.0,2013-09-25,34,1.0,10.0,11.0,19.0,3.0,15.0,2,2,0,3,6,0,0,0,0,0,0,0,1,59.0,5,0,26
PhD,Married,29187.0,2013-05-09,43,26.0,0.0,6.0,0.0,0.0,2.0,1,1,0,3,8,0,0,0,0,0,0,0,1,34.0,4,0,45
2n Cycle,Married,54690.0,2013-11-07,76,111.0,16.0,37.0,7.0,9.0,18.0,3,3,1,5,3,0,0,0,0,0,0,0,2,198.0,9,0,42
PhD,Married,59304.0,2013-07-29,81,418.0,61.0,428.0,80.0,51.0,10.0,3,7,8,10,5,0,0,0,0,0,0,0,1,1048.0,25,0,49
Master,Single,59247.0,2013-11-08,87,327.0,9.0,122.0,19.0,14.0,83.0,5,5,2,9,6,0,0,0,0,0,0,0,2,574.0,16,0,51
Graduation,Single,66731.0,2012-09-12,33,371.0,159.0,194.0,58.0,106.0,141.0,4,4,3,6,3,0,0,0,0,0,0,0,1,1029.0,13,0,42
Graduation,Married,77353.0,2013-12-16,38,275.0,59.0,107.0,69.0,101.0,59.0,2,6,4,8,4,0,0,0,0,0,0,0,1,670.0,18,0,33
PhD,Single,52614.0,2012-12-01,63,789.0,0.0,142.0,12.0,9.0,38.0,2,2,4,8,8,0,0,0,0,0,0,0,1,990.0,14,0,37
Graduation,Married,26751.0,2014-05-22,26,1.0,1.0,5.0,0.0,3.0,1.0,1,1,0,2,8,0,0,0,0,0,0,0,2,11.0,3,0,40
PhD,Married,81300.0,2012-10-30,17,1004.0,12.0,145.0,32.0,12.0,36.0,3,10,3,5,5,0,0,0,1,0,0,1,1,1241.0,18,1,49
Graduation,Single,70337.0,2014-01-02,75,187.0,81.0,149.0,25.0,43.0,91.0,1,2,2,12,1,0,0,0,0,0,0,0,0,576.0,16,0,35
2n Cycle,Married,36145.0,2013-06-16,13,56.0,4.0,76.0,17.0,1.0,18.0,4,4,1,3,9,1,0,0,0,0,0,1,1,172.0,8,1,28
PhD,Single,65295.0,2013-12-23,19,365.0,32.0,117.0,34.0,110.0,6.0,1,3,3,13,2,0,0,0,0,0,0,0,0,664.0,19,0,33
Graduation,Single,68118.0,2013-10-18,51,595.0,23.0,123.0,10.0,23.0,154.0,2,8,9,4,6,0,0,0,0,0,0,0,1,928.0,21,0,50
Graduation,Single,68743.0,2012-08-30,81,1132.0,134.0,384.0,175.0,134.0,115.0,1,11,5,13,7,0,0,0,0,0,0,0,0,2074.0,29,0,45
2n Cycle,Married,41039.0,2013-07-25,32,34.0,11.0,137.0,179.0,61.0,45.0,1,8,1,5,8,0,0,0,0,0,0,0,0,467.0,14,0,31
Graduation,Married,38946.0,2013-10-24,84,116.0,6.0,82.0,6.0,6.0,41.0,2,3,1,6,5,0,0,0,0,0,0,0,1,257.0,10,0,58
Graduation,Married,65777.0,2013-12-19,87,565.0,32.0,435.0,28.0,32.0,54.0,1,2,8,6,1,0,0,0,0,0,0,0,0,1146.0,16,0,46
PhD,Single,66476.0,2013-03-07,99,372.0,18.0,126.0,47.0,48.0,78.0,2,5,2,11,4,0,0,0,0,0,0,0,1,689.0,18,0,37
PhD,Single,86857.0,2012-09-12,96,899.0,102.0,838.0,133.0,102.0,40.0,1,5,6,10,2,0,0,0,0,0,0,1,0,2114.0,21,0,40
PhD,Married,84017.0,2012-08-04,21,55.0,16.0,1622.0,17.0,3.0,4.0,15,0,28,1,0,0,0,0,0,0,0,0,0,1717.0,29,0,30
PhD,Married,77845.0,2014-05-16,40,760.0,40.0,480.0,0.0,40.0,26.0,1,3,5,12,1,0,0,1,1,0,0,0,0,1346.0,20,2,25
PhD,Married,69476.0,2013-09-30,3,260.0,86.0,559.0,63.0,9.0,67.0,1,4,6,4,2,0,0,0,0,0,0,0,0,1044.0,14,0,44
PhD,Single,50611.0,2012-10-04,98,459.0,0.0,24.0,6.0,0.0,4.0,6,4,5,7,6,0,1,0,0,0,0,1,1,493.0,16,1,52
Graduation,Single,61209.0,2013-08-25,73,466.0,0.0,224.0,119.0,49.0,99.0,1,5,3,4,2,0,0,0,0,0,0,0,0,957.0,12,0,43
Master,Married,42315.0,2013-07-12,90,67.0,15.0,80.0,17.0,11.0,80.0,3,1,4,4,3,0,0,0,0,0,0,0,1,270.0,9,0,55
High School,Married,13084.0,2013-11-02,29,2.0,0.0,7.0,3.0,7.0,10.0,1,1,0,3,6,0,0,0,0,0,0,0,0,29.0,4,0,61
Master,Single,47570.0,2013-05-29,3,67.0,1.0,20.0,0.0,2.0,31.0,3,2,2,2,7,0,0,0,0,0,0,1,2,121.0,6,0,64
Master,Married,61923.0,2013-07-26,94,92.0,4.0,18.0,3.0,3.0,6.0,1,2,1,4,3,0,0,0,0,0,0,0,2,126.0,7,0,52
Graduation,Single,34824.0,2014-03-26,65,4.0,2.0,11.0,2.0,0.0,4.0,1,1,0,2,6,0,0,0,0,0,0,0,0,23.0,3,0,19
PhD,Single,26518.0,2013-04-08,33,20.0,1.0,28.0,3.0,3.0,2.0,3,2,0,3,8,0,0,0,0,0,0,1,2,57.0,5,0,64
Graduation,Single,45938.0,2013-11-03,46,273.0,11.0,178.0,62.0,83.0,29.0,2,8,4,6,6,0,0,0,0,0,0,0,0,636.0,18,0,52
Graduation,Married,78468.0,2014-04-09,29,434.0,22.0,388.0,104.0,22.0,34.0,1,10,7,10,4,0,0,0,1,0,0,0,0,1004.0,27,1,54
Graduation,Single,78901.0,2013-09-17,99,321.0,11.0,309.0,33.0,26.0,34.0,3,9,3,5,4,0,0,0,0,0,0,0,1,734.0,17,0,40
Graduation,Married,71427.0,2014-03-12,26,212.0,123.0,177.0,15.0,64.0,23.0,2,8,2,8,4,0,0,0,0,0,0,0,2,614.0,18,0,36
Graduation,Single,71022.0,2014-02-11,30,909.0,12.0,278.0,0.0,12.0,242.0,3,5,2,11,8,1,0,0,0,0,0,0,1,1453.0,18,1,36
Master,Single,90247.0,2014-04-29,27,1184.0,32.0,352.0,21.0,16.0,16.0,1,3,4,7,1,0,1,1,1,0,0,1,0,1621.0,14,3,26
Master,Single,41335.0,2013-12-26,24,112.0,19.0,21.0,16.0,14.0,5.0,3,4,1,4,7,0,0,0,0,0,0,0,1,187.0,9,0,45
Graduation,Married,71952.0,2013-01-10,93,656.0,80.0,455.0,52.0,107.0,93.0,2,8,4,8,4,1,0,1,0,0,0,0,1,1443.0,20,2,27
PhD,Single,35682.0,2014-06-27,34,23.0,0.0,8.0,6.0,2.0,18.0,1,1,1,3,2,0,0,0,0,0,0,0,1,57.0,5,0,44
Graduation,Single,43185.0,2013-04-10,88,537.0,6.0,42.0,16.0,6.0,30.0,2,9,3,6,8,0,0,0,0,0,0,0,1,637.0,18,0,62
PhD,Married,66375.0,2013-11-21,96,712.0,0.0,45.0,0.0,0.0,191.0,3,2,4,5,7,1,0,0,0,0,0,0,1,948.0,11,1,65
Master,Married,35178.0,2013-01-10,10,23.0,1.0,13.0,2.0,2.0,18.0,1,1,1,2,7,1,0,0,0,0,0,1,1,59.0,4,1,42
Graduation,Married,25252.0,2013-07-12,26,1.0,3.0,4.0,2.0,2.0,6.0,1,1,0,2,8,0,0,0,0,0,0,0,1,18.0,3,0,27
Master,Single,55250.0,2012-10-21,49,664.0,58.0,83.0,32.0,0.0,66.0,4,7,5,10,5,0,0,0,0,0,0,0,1,903.0,22,0,47
Graduation,Single,33249.0,2013-02-20,11,6.0,10.0,21.0,19.0,14.0,42.0,2,2,1,3,6,0,0,0,0,0,0,0,1,112.0,6,0,38
Graduation,Married,58398.0,2013-05-14,44,299.0,5.0,201.0,21.0,21.0,49.0,3,5,4,8,4,0,0,0,0,0,0,0,0,596.0,17,0,60
Graduation,Married,50272.0,2013-08-07,75,99.0,13.0,66.0,43.0,8.0,4.0,3,4,1,5,7,0,0,0,0,0,0,0,1,233.0,10,0,31
PhD,Married,76618.0,2012-12-07,64,749.0,40.0,294.0,121.0,160.0,147.0,1,3,2,5,1,0,0,0,0,0,0,0,0,1511.0,10,0,37
2n Cycle,Single,87305.0,2012-09-23,19,345.0,25.0,501.0,63.0,138.0,80.0,1,5,3,8,2,0,0,1,0,0,0,1,0,1152.0,16,1,52
Graduation,Married,25851.0,2013-02-11,45,9.0,4.0,18.0,7.0,5.0,5.0,2,2,0,3,7,0,0,0,0,0,0,0,1,48.0,5,0,35
Graduation,Single,58710.0,2013-03-31,77,440.0,81.0,368.0,0.0,122.0,174.0,6,11,5,9,6,0,0,0,0,0,0,0,1,1185.0,25,0,43
Graduation,Single,45160.0,2014-03-29,9,8.0,2.0,5.0,3.0,0.0,3.0,1,1,0,2,7,0,0,0,0,0,0,0,2,21.0,3,0,56
Master,Married,74806.0,2012-12-19,1,670.0,9.0,249.0,0.0,28.0,9.0,2,5,4,5,4,0,0,0,0,0,0,0,1,965.0,14,0,47
Graduation,Married,59111.0,2013-05-02,90,524.0,0.0,134.0,28.0,28.0,155.0,1,11,1,8,7,0,0,0,0,0,0,0,0,869.0,20,0,59
PhD,Married,18988.0,2014-05-23,43,6.0,0.0,6.0,2.0,1.0,1.0,2,1,0,3,7,0,0,0,0,0,0,0,1,16.0,4,0,30
Graduation,Married,72190.0,2013-02-13,79,597.0,166.0,597.0,172.0,166.0,249.0,1,5,6,4,3,0,0,0,0,0,0,0,0,1947.0,15,0,48
Graduation,Married,7500.0,2012-08-01,19,7.0,0.0,12.0,13.0,7.0,32.0,5,4,1,2,9,1,0,0,0,0,0,1,1,71.0,7,1,36
Graduation,Married,44794.0,2014-06-08,99,54.0,0.0,7.0,0.0,0.0,4.0,1,2,0,3,6,0,0,0,0,0,0,0,1,65.0,5,0,48
Graduation,Married,80395.0,2013-11-23,62,445.0,25.0,706.0,80.0,76.0,48.0,1,6,5,12,2,0,0,0,1,0,0,0,0,1380.0,23,1,58
Master,Single,75012.0,2014-01-25,41,294.0,142.0,218.0,164.0,58.0,151.0,1,3,8,11,1,0,0,0,0,0,0,0,0,1027.0,22,0,38
Master,Married,56962.0,2013-10-11,60,292.0,3.0,77.0,10.0,3.0,26.0,7,6,3,5,7,0,0,0,0,0,0,0,3,411.0,14,0,48
Graduation,Married,89891.0,2013-04-15,17,412.0,22.0,132.0,59.0,28.0,183.0,1,11,6,8,4,0,0,1,0,0,0,0,0,836.0,25,1,22
PhD,Single,35946.0,2013-09-27,24,8.0,0.0,3.0,0.0,0.0,0.0,1,0,0,3,5,0,0,0,0,0,0,0,2,11.0,3,0,64
PhD,Married,53593.0,2012-08-07,60,349.0,4.0,78.0,6.0,0.0,43.0,8,7,2,6,8,0,0,0,0,0,0,0,2,480.0,15,0,59
Graduation,Married,66373.0,2013-06-12,57,328.0,9.0,124.0,12.0,24.0,109.0,7,4,2,10,3,0,0,0,0,0,0,0,2,606.0,16,0,35
PhD,Single,45072.0,2013-10-16,74,144.0,2.0,99.0,7.0,2.0,30.0,5,6,1,4,8,0,0,0,0,0,0,0,3,284.0,11,0,65
Graduation,Single,89694.0,2013-10-09,22,1126.0,28.0,211.0,37.0,28.0,42.0,3,4,3,4,5,0,1,1,1,0,0,0,2,1472.0,11,3,40
Graduation,Married,72025.0,2014-04-29,46,967.0,0.0,617.0,43.0,50.0,0.0,1,4,8,13,2,0,1,1,1,0,0,1,0,1677.0,25,3,65
Graduation,Married,67432.0,2013-03-29,69,432.0,79.0,341.0,177.0,136.0,170.0,2,8,5,4,4,0,0,0,0,0,0,0,1,1335.0,17,0,40
Master,Married,70545.0,2014-06-03,29,138.0,39.0,63.0,55.0,18.0,21.0,1,4,1,7,2,0,0,0,0,0,0,0,1,334.0,12,0,62
High School,Married,17487.0,2013-03-18,37,0.0,0.0,1.0,7.0,4.0,6.0,1,1,0,2,7,0,0,0,0,0,0,0,1,18.0,3,0,24
Graduation,Married,62882.0,2012-08-09,26,509.0,133.0,497.0,78.0,24.0,97.0,2,7,5,6,4,0,0,0,0,0,0,0,1,1338.0,18,0,43
PhD,Single,64108.0,2013-03-23,8,948.0,10.0,86.0,13.0,21.0,21.0,4,6,9,11,5,0,0,0,0,0,0,0,1,1099.0,26,0,60
Master,Married,34941.0,2013-03-06,26,39.0,2.0,25.0,4.0,3.0,24.0,2,3,0,3,8,0,0,0,0,0,0,0,2,97.0,6,0,57
PhD,Single,48767.0,2014-01-01,79,28.0,1.0,21.0,3.0,0.0,10.0,3,2,1,3,5,0,0,0,0,0,0,0,3,63.0,6,0,64
2n Cycle,Married,38702.0,2013-08-01,71,13.0,11.0,24.0,13.0,8.0,40.0,2,3,0,4,6,0,0,0,0,0,0,0,1,109.0,7,0,35
Graduation,Married,82224.0,2014-01-25,83,307.0,26.0,360.0,138.0,31.0,40.0,1,6,9,5,3,0,0,0,1,0,0,0,0,902.0,20,1,50
Graduation,Married,83844.0,2013-05-12,57,901.0,31.0,345.0,75.0,31.0,191.0,1,4,4,11,1,0,0,1,0,0,0,0,0,1574.0,19,1,61
2n Cycle,Married,17003.0,2013-12-09,37,2.0,5.0,12.0,4.0,8.0,7.0,3,2,0,4,5,0,0,0,0,0,0,0,1,38.0,6,0,38
Graduation,Single,71163.0,2014-03-09,30,283.0,17.0,372.0,138.0,106.0,44.0,1,3,8,12,1,0,0,0,0,0,0,0,0,960.0,23,0,19
Graduation,Single,33697.0,2013-09-15,34,4.0,3.0,7.0,0.0,3.0,11.0,1,1,0,2,7,1,0,0,0,0,0,0,1,28.0,3,1,43
2n Cycle,Married,63564.0,2014-01-29,0,769.0,80.0,252.0,15.0,34.0,65.0,1,10,10,7,6,1,0,0,0,0,0,1,0,1215.0,27,1,60
PhD,Married,83443.0,2013-12-31,89,518.0,42.0,742.0,55.0,56.0,84.0,1,6,10,5,2,0,0,0,0,0,0,0,0,1497.0,21,0,41
PhD,Married,51518.0,2013-10-03,92,350.0,8.0,66.0,17.0,4.0,4.0,2,3,2,10,3,0,0,0,0,0,0,0,1,449.0,15,0,55
Graduation,Single,58330.0,2013-12-25,87,445.0,53.0,213.0,104.0,98.0,151.0,1,6,4,13,4,0,0,0,0,0,0,0,1,1064.0,23,0,38
Graduation,Married,80952.0,2013-02-28,20,778.0,178.0,689.0,41.0,27.0,44.0,1,8,5,11,8,0,1,1,1,0,0,1,0,1757.0,24,3,44
Graduation,Married,75507.0,2014-05-02,56,709.0,93.0,374.0,104.0,80.0,80.0,1,8,6,6,3,0,0,0,0,0,0,0,0,1440.0,20,0,35
2n Cycle,Married,63855.0,2013-02-09,28,359.0,35.0,314.0,93.0,116.0,89.0,1,7,3,13,4,0,0,0,0,0,0,0,0,1006.0,23,0,35
PhD,Married,62220.0,2012-08-11,55,799.0,12.0,375.0,16.0,12.0,12.0,5,7,6,5,6,0,0,0,0,0,0,1,1,1226.0,18,0,40
Graduation,Married,58512.0,2013-09-19,25,895.0,10.0,101.0,13.0,0.0,152.0,5,3,4,8,8,0,0,0,0,0,0,0,1,1171.0,15,0,49
Master,Married,40662.0,2013-03-15,0,40.0,2.0,23.0,0.0,4.0,23.0,2,2,1,3,4,0,0,0,0,0,0,0,1,92.0,6,0,34
PhD,Married,38829.0,2014-04-06,86,76.0,0.0,7.0,0.0,0.0,16.0,1,3,2,2,5,0,0,0,0,0,0,0,1,99.0,7,0,55
2n Cycle,Married,35523.0,2013-10-03,8,11.0,5.0,22.0,12.0,5.0,11.0,2,3,0,3,7,0,0,0,0,0,0,0,1,66.0,6,0,32
Graduation,Single,79146.0,2014-04-24,33,245.0,16.0,223.0,21.0,43.0,16.0,2,8,1,8,6,0,0,0,0,0,0,0,2,564.0,17,0,47
Master,Married,78285.0,2013-10-28,13,647.0,107.0,391.0,175.0,67.0,40.0,1,6,4,10,3,0,0,0,0,0,0,0,0,1427.0,20,0,25
PhD,Single,31626.0,2013-05-10,12,39.0,1.0,9.0,2.0,1.0,34.0,1,2,1,2,7,1,0,0,0,0,0,1,1,86.0,5,1,35
Graduation,Single,75127.0,2014-05-22,92,203.0,35.0,305.0,46.0,17.0,227.0,1,2,11,5,1,0,0,0,0,0,0,0,0,833.0,18,0,62
Graduation,Married,48726.0,2013-04-27,90,138.0,3.0,38.0,4.0,0.0,59.0,3,3,2,4,6,0,0,0,0,0,0,0,1,242.0,9,0,58
Graduation,Married,74985.0,2012-09-11,8,587.0,51.0,898.0,247.0,0.0,86.0,1,3,6,7,2,0,0,0,0,0,0,0,0,1869.0,16,0,35
Graduation,Married,67430.0,2012-09-05,6,595.0,97.0,291.0,127.0,133.0,121.0,1,11,5,12,6,0,0,0,0,0,0,0,0,1364.0,28,0,25
2n Cycle,Married,46891.0,2013-09-01,91,43.0,12.0,23.0,29.0,15.0,61.0,1,2,1,4,4,0,0,0,0,0,0,0,1,183.0,7,0,48
Master,Married,62058.0,2013-05-26,52,301.0,7.0,74.0,10.0,0.0,58.0,4,6,1,7,6,0,0,0,0,0,0,0,1,450.0,14,0,57
Graduation,Married,72063.0,2013-07-03,3,180.0,32.0,348.0,76.0,32.0,90.0,2,5,2,12,2,0,0,0,0,0,0,0,1,758.0,19,0,34
PhD,Married,78939.0,2013-12-12,57,794.0,115.0,243.0,150.0,0.0,205.0,1,8,5,6,3,0,0,0,0,0,0,0,0,1507.0,19,0,62
Graduation,Single,42720.0,2013-04-24,9,392.0,5.0,91.0,28.0,26.0,112.0,8,7,3,7,8,0,0,0,0,0,0,1,2,654.0,17,0,48
Graduation,Married,33622.0,2013-04-13,22,39.0,1.0,22.0,3.0,4.0,12.0,3,2,0,4,7,0,0,0,0,0,0,0,2,81.0,6,0,41
PhD,Married,6835.0,2012-12-08,76,107.0,2.0,12.0,2.0,2.0,12.0,0,0,0,1,20,0,0,0,0,0,0,0,1,137.0,1,0,55
Graduation,Married,41452.0,2013-03-06,86,13.0,0.0,3.0,0.0,0.0,0.0,1,1,0,2,7,0,0,0,0,0,0,0,2,16.0,3,0,60
PhD,Single,40760.0,2013-08-30,64,70.0,0.0,17.0,0.0,0.0,6.0,2,2,1,3,6,0,0,0,0,0,0,0,1,93.0,6,0,48
PhD,Married,74250.0,2014-01-26,90,680.0,11.0,392.0,75.0,0.0,0.0,1,2,11,4,1,0,0,0,0,0,0,0,0,1158.0,17,0,56
Master,Single,51124.0,2013-12-18,79,26.0,1.0,11.0,0.0,1.0,4.0,2,1,0,3,3,0,0,0,0,0,0,0,2,43.0,4,0,58
Graduation,Single,72258.0,2013-09-12,28,522.0,0.0,522.0,227.0,120.0,134.0,2,6,9,5,2,0,0,0,0,0,0,0,1,1525.0,20,0,42
PhD,Single,71466.0,2014-04-05,86,412.0,12.0,546.0,78.0,182.0,0.0,1,4,4,10,1,0,0,0,0,0,0,0,0,1230.0,18,0,40
Graduation,Married,36283.0,2014-04-14,42,6.0,5.0,5.0,8.0,0.0,5.0,2,1,0,3,4,0,0,0,0,0,0,0,2,29.0,4,0,38
Graduation,Single,20587.0,2014-05-11,39,2.0,3.0,6.0,4.0,1.0,9.0,1,1,1,2,7,0,0,0,0,0,0,0,1,25.0,4,0,44
Graduation,Married,30467.0,2014-03-19,8,1.0,3.0,8.0,2.0,5.0,5.0,1,1,0,2,7,0,0,0,0,0,0,0,1,24.0,3,0,42
Graduation,Married,31590.0,2013-06-18,40,6.0,2.0,15.0,6.0,6.0,3.0,1,1,0,3,8,0,0,0,0,0,0,0,1,38.0,4,0,41
High School,Married,20425.0,2012-10-29,5,4.0,12.0,5.0,3.0,16.0,17.0,2,2,0,3,7,0,0,0,0,0,0,0,1,57.0,5,0,26
Master,Married,17144.0,2014-02-15,96,18.0,2.0,19.0,0.0,2.0,6.0,5,3,0,4,7,0,0,0,0,0,0,0,2,47.0,7,0,54
PhD,Single,42564.0,2013-01-02,28,324.0,48.0,186.0,39.0,18.0,198.0,6,6,8,4,7,1,0,0,0,0,0,1,1,813.0,18,1,45
Master,Married,43783.0,2014-05-29,22,327.0,9.0,125.0,25.0,4.0,139.0,6,7,1,8,7,1,0,0,0,0,0,0,1,629.0,16,1,36
Graduation,Single,40780.0,2012-09-08,30,229.0,27.0,71.0,13.0,3.0,34.0,4,7,1,5,9,0,0,0,0,0,0,0,1,377.0,13,0,36
Master,Married,62847.0,2013-01-15,45,521.0,168.0,706.0,80.0,76.0,61.0,1,3,6,4,2,0,0,0,0,0,0,0,0,1612.0,13,0,68
PhD,Married,82017.0,2012-11-07,58,184.0,23.0,446.0,30.0,23.0,23.0,1,5,4,7,2,0,1,1,1,0,0,1,0,729.0,16,3,55
Graduation,Single,16813.0,2013-07-19,49,4.0,8.0,11.0,12.0,2.0,13.0,1,2,0,3,7,1,0,0,0,0,0,0,0,50.0,5,1,63
Graduation,Married,51267.0,2013-10-29,37,183.0,2.0,64.0,7.0,2.0,12.0,4,3,3,5,4,0,0,0,0,0,0,0,2,270.0,11,0,35
Graduation,Single,46524.0,2013-04-05,70,31.0,19.0,35.0,26.0,14.0,52.0,2,1,1,5,3,0,0,0,0,0,0,0,1,177.0,7,0,52
Master,Single,45183.0,2013-01-20,33,219.0,3.0,60.0,12.0,9.0,12.0,1,4,1,7,7,0,1,0,0,0,0,0,0,315.0,12,1,51
PhD,Married,70421.0,2014-06-28,98,479.0,28.0,136.0,75.0,14.0,35.0,3,10,3,7,6,0,0,0,0,0,0,0,1,767.0,20,0,60
2n Cycle,Single,60161.0,2012-10-23,17,584.0,44.0,212.0,46.0,8.0,177.0,3,11,4,8,8,0,0,0,0,0,0,0,1,1071.0,23,0,47
Graduation,Married,73926.0,2013-03-02,54,627.0,91.0,597.0,159.0,91.0,15.0,1,6,5,12,3,0,0,0,0,0,0,0,0,1580.0,23,0,40
Graduation,Married,19329.0,2013-12-14,39,24.0,1.0,16.0,12.0,2.0,5.0,3,4,0,3,8,0,0,0,0,0,0,0,1,60.0,7,0,45
Master,Married,61872.0,2013-12-13,81,330.0,5.0,159.0,36.0,27.0,16.0,4,4,4,9,4,0,0,0,0,0,0,0,1,573.0,17,0,43
Graduation,Single,46984.0,2013-03-26,71,19.0,1.0,10.0,2.0,1.0,8.0,1,1,0,3,5,0,0,0,0,0,0,0,2,41.0,4,0,57
Graduation,Married,34838.0,2013-01-19,62,28.0,23.0,29.0,29.0,14.0,47.0,3,2,1,4,6,0,0,0,0,0,0,0,2,170.0,7,0,62
PhD,Single,82716.0,2013-11-05,8,606.0,148.0,228.0,15.0,148.0,22.0,1,6,8,13,2,0,0,0,0,0,0,0,0,1167.0,27,0,69
Graduation,Married,48192.0,2013-04-06,76,1039.0,43.0,204.0,153.0,58.0,29.0,3,2,8,12,8,0,1,0,1,1,0,1,0,1526.0,22,3,55
Master,Married,49681.0,2013-11-04,66,411.0,0.0,26.0,0.0,0.0,21.0,6,7,1,7,7,0,0,0,0,0,0,0,2,458.0,15,0,37
Master,Married,56850.0,2014-03-23,83,34.0,1.0,19.0,2.0,7.0,0.0,1,1,1,3,2,0,0,0,0,0,0,0,1,63.0,5,0,43
Graduation,Married,55267.0,2013-10-21,28,161.0,28.0,136.0,32.0,3.0,45.0,4,3,4,6,3,0,0,0,0,0,0,0,1,405.0,13,0,56
Graduation,Married,59666.0,2013-03-22,87,623.0,53.0,178.0,23.0,17.0,133.0,7,3,2,8,8,0,1,0,0,0,0,0,2,1027.0,13,1,41
